"date","value","group","region","type"
"2021-05-23",6322,"50-59","lombardia","second_dose"
"2021-05-23",11675,"60-69","lombardia","second_dose"
"2021-05-23",8909,"70-79","lombardia","second_dose"
"2021-05-23",637,"80-89","lombardia","second_dose"
"2021-05-23",225,"over90","lombardia","second_dose"
"2021-05-23",305,"10-19","lombardia","second_dose"
"2021-05-24",2135,"20-29","lombardia","second_dose"
"2021-05-24",2640,"30-39","lombardia","second_dose"
"2021-05-24",4303,"40-49","lombardia","second_dose"
"2021-05-24",7859,"50-59","lombardia","second_dose"
"2021-05-24",12044,"60-69","lombardia","second_dose"
"2021-05-24",9178,"70-79","lombardia","second_dose"
"2021-05-24",1014,"80-89","lombardia","second_dose"
"2021-05-24",483,"over90","lombardia","second_dose"
"2021-05-24",438,"10-19","lombardia","second_dose"
"2021-05-25",2457,"20-29","lombardia","second_dose"
"2021-05-25",3148,"30-39","lombardia","second_dose"
"2021-05-25",5260,"40-49","lombardia","second_dose"
"2021-05-25",8550,"50-59","lombardia","second_dose"
"2021-05-25",14890,"60-69","lombardia","second_dose"
"2021-05-25",9939,"70-79","lombardia","second_dose"
"2021-05-25",1268,"80-89","lombardia","second_dose"
"2021-05-25",677,"over90","lombardia","second_dose"
"2021-05-25",371,"10-19","lombardia","second_dose"
"2021-05-26",2753,"20-29","lombardia","second_dose"
"2021-05-26",3735,"30-39","lombardia","second_dose"
"2021-05-26",6093,"40-49","lombardia","second_dose"
"2021-05-26",10078,"50-59","lombardia","second_dose"
"2021-05-26",16336,"60-69","lombardia","second_dose"
"2021-05-26",8621,"70-79","lombardia","second_dose"
"2021-05-26",1389,"80-89","lombardia","second_dose"
"2021-05-26",724,"over90","lombardia","second_dose"
"2021-05-26",441,"10-19","lombardia","second_dose"
"2021-05-27",3219,"20-29","lombardia","second_dose"
"2021-05-27",4388,"30-39","lombardia","second_dose"
"2021-05-27",6971,"40-49","lombardia","second_dose"
"2021-05-27",12033,"50-59","lombardia","second_dose"
"2021-05-27",16340,"60-69","lombardia","second_dose"
"2021-05-27",7888,"70-79","lombardia","second_dose"
"2021-05-27",1411,"80-89","lombardia","second_dose"
"2021-05-27",875,"over90","lombardia","second_dose"
"2021-05-27",504,"10-19","lombardia","second_dose"
"2021-05-28",3059,"20-29","lombardia","second_dose"
"2021-05-28",4156,"30-39","lombardia","second_dose"
"2021-05-28",6897,"40-49","lombardia","second_dose"
"2021-05-28",10640,"50-59","lombardia","second_dose"
"2021-05-28",15840,"60-69","lombardia","second_dose"
"2021-05-28",7652,"70-79","lombardia","second_dose"
"2021-05-28",1302,"80-89","lombardia","second_dose"
"2021-05-28",763,"over90","lombardia","second_dose"
"2021-05-28",477,"10-19","lombardia","second_dose"
"2021-05-29",2956,"20-29","lombardia","second_dose"
"2021-05-29",3752,"30-39","lombardia","second_dose"
"2021-05-29",6521,"40-49","lombardia","second_dose"
"2021-05-29",9899,"50-59","lombardia","second_dose"
"2021-05-29",14235,"60-69","lombardia","second_dose"
"2021-05-29",7012,"70-79","lombardia","second_dose"
"2021-05-29",941,"80-89","lombardia","second_dose"
"2021-05-29",329,"over90","lombardia","second_dose"
"2021-05-29",521,"10-19","lombardia","second_dose"
"2021-05-30",2433,"20-29","lombardia","second_dose"
"2021-05-30",3003,"30-39","lombardia","second_dose"
"2021-05-30",5271,"40-49","lombardia","second_dose"
"2021-05-30",9126,"50-59","lombardia","second_dose"
"2021-05-30",14113,"60-69","lombardia","second_dose"
"2021-05-30",5104,"70-79","lombardia","second_dose"
"2021-05-30",362,"80-89","lombardia","second_dose"
"2021-05-30",141,"over90","lombardia","second_dose"
"2021-05-30",470,"10-19","lombardia","second_dose"
"2021-05-31",1466,"20-29","lombardia","second_dose"
"2021-05-31",2118,"30-39","lombardia","second_dose"
"2021-05-31",3244,"40-49","lombardia","second_dose"
"2021-05-31",4201,"50-59","lombardia","second_dose"
"2021-05-31",3139,"60-69","lombardia","second_dose"
"2021-05-31",1212,"70-79","lombardia","second_dose"
"2021-05-31",504,"80-89","lombardia","second_dose"
"2021-05-31",321,"over90","lombardia","second_dose"
"2021-05-31",59,"10-19","lombardia","second_dose"
"2021-06-01",1408,"20-29","lombardia","second_dose"
"2021-06-01",2256,"30-39","lombardia","second_dose"
"2021-06-01",3601,"40-49","lombardia","second_dose"
"2021-06-01",4516,"50-59","lombardia","second_dose"
"2021-06-01",3193,"60-69","lombardia","second_dose"
"2021-06-01",1251,"70-79","lombardia","second_dose"
"2021-06-01",536,"80-89","lombardia","second_dose"
"2021-06-01",341,"over90","lombardia","second_dose"
"2021-06-01",46,"10-19","lombardia","second_dose"
"2021-06-02",512,"20-29","lombardia","second_dose"
"2021-06-02",880,"30-39","lombardia","second_dose"
"2021-06-02",1402,"40-49","lombardia","second_dose"
"2021-06-02",1643,"50-59","lombardia","second_dose"
"2021-06-02",1351,"60-69","lombardia","second_dose"
"2021-06-02",452,"70-79","lombardia","second_dose"
"2021-06-02",109,"80-89","lombardia","second_dose"
"2021-06-02",47,"over90","lombardia","second_dose"
"2021-06-02",25,"10-19","lombardia","second_dose"
"2021-06-03",892,"20-29","lombardia","second_dose"
"2021-06-03",1556,"30-39","lombardia","second_dose"
"2021-06-03",2176,"40-49","lombardia","second_dose"
"2021-06-03",2753,"50-59","lombardia","second_dose"
"2021-06-03",1804,"60-69","lombardia","second_dose"
"2021-06-03",704,"70-79","lombardia","second_dose"
"2021-06-03",637,"80-89","lombardia","second_dose"
"2021-06-03",363,"over90","lombardia","second_dose"
"2021-06-03",65,"10-19","lombardia","second_dose"
"2021-06-04",842,"20-29","lombardia","second_dose"
"2021-06-04",1431,"30-39","lombardia","second_dose"
"2021-06-04",1988,"40-49","lombardia","second_dose"
"2021-06-04",2548,"50-59","lombardia","second_dose"
"2021-06-04",1494,"60-69","lombardia","second_dose"
"2021-06-04",680,"70-79","lombardia","second_dose"
"2021-06-04",437,"80-89","lombardia","second_dose"
"2021-06-04",213,"over90","lombardia","second_dose"
"2021-06-04",43,"10-19","lombardia","second_dose"
"2021-06-05",1372,"20-29","lombardia","second_dose"
"2021-06-05",1608,"30-39","lombardia","second_dose"
"2021-06-05",2248,"40-49","lombardia","second_dose"
"2021-06-05",2496,"50-59","lombardia","second_dose"
"2021-06-05",1377,"60-69","lombardia","second_dose"
"2021-06-05",354,"70-79","lombardia","second_dose"
"2021-06-05",210,"80-89","lombardia","second_dose"
"2021-06-05",144,"over90","lombardia","second_dose"
"2021-06-05",34,"10-19","lombardia","second_dose"
"2021-06-06",983,"20-29","lombardia","second_dose"
"2021-06-06",1470,"30-39","lombardia","second_dose"
"2021-06-06",2140,"40-49","lombardia","second_dose"
"2021-06-06",2466,"50-59","lombardia","second_dose"
"2021-06-06",1540,"60-69","lombardia","second_dose"
"2021-06-06",372,"70-79","lombardia","second_dose"
"2021-06-06",145,"80-89","lombardia","second_dose"
"2021-06-06",76,"over90","lombardia","second_dose"
"2021-06-06",32,"10-19","lombardia","second_dose"
"2021-06-07",1546,"20-29","lombardia","second_dose"
"2021-06-07",2420,"30-39","lombardia","second_dose"
"2021-06-07",2906,"40-49","lombardia","second_dose"
"2021-06-07",3174,"50-59","lombardia","second_dose"
"2021-06-07",2140,"60-69","lombardia","second_dose"
"2021-06-07",800,"70-79","lombardia","second_dose"
"2021-06-07",234,"80-89","lombardia","second_dose"
"2021-06-07",154,"over90","lombardia","second_dose"
"2021-06-07",18,"10-19","lombardia","second_dose"
"2021-06-08",1742,"20-29","lombardia","second_dose"
"2021-06-08",2652,"30-39","lombardia","second_dose"
"2021-06-08",3131,"40-49","lombardia","second_dose"
"2021-06-08",3769,"50-59","lombardia","second_dose"
"2021-06-08",1997,"60-69","lombardia","second_dose"
"2021-06-08",456,"70-79","lombardia","second_dose"
"2021-06-08",218,"80-89","lombardia","second_dose"
"2021-06-08",130,"over90","lombardia","second_dose"
"2021-06-08",20,"10-19","lombardia","second_dose"
"2021-06-09",1572,"20-29","lombardia","second_dose"
"2021-06-09",2431,"30-39","lombardia","second_dose"
"2021-06-09",3151,"40-49","lombardia","second_dose"
"2021-06-09",3965,"50-59","lombardia","second_dose"
"2021-06-09",2332,"60-69","lombardia","second_dose"
"2021-06-09",697,"70-79","lombardia","second_dose"
"2021-06-09",260,"80-89","lombardia","second_dose"
"2021-06-09",171,"over90","lombardia","second_dose"
"2021-06-09",37,"10-19","lombardia","second_dose"
"2021-06-10",1481,"20-29","lombardia","second_dose"
"2021-06-10",2392,"30-39","lombardia","second_dose"
"2021-06-10",3189,"40-49","lombardia","second_dose"
"2021-06-10",3824,"50-59","lombardia","second_dose"
"2021-06-10",2391,"60-69","lombardia","second_dose"
"2021-06-10",733,"70-79","lombardia","second_dose"
"2021-06-10",277,"80-89","lombardia","second_dose"
"2021-06-10",189,"over90","lombardia","second_dose"
"2021-06-10",39,"10-19","lombardia","second_dose"
"2021-06-11",1762,"20-29","lombardia","second_dose"
"2021-06-11",2390,"30-39","lombardia","second_dose"
"2021-06-11",3011,"40-49","lombardia","second_dose"
"2021-06-11",3792,"50-59","lombardia","second_dose"
"2021-06-11",2359,"60-69","lombardia","second_dose"
"2021-06-11",832,"70-79","lombardia","second_dose"
"2021-06-11",309,"80-89","lombardia","second_dose"
"2021-06-11",200,"over90","lombardia","second_dose"
"2021-06-11",55,"10-19","lombardia","second_dose"
"2021-06-12",137,"20-29","lombardia","second_dose"
"2021-06-12",178,"30-39","lombardia","second_dose"
"2021-06-12",270,"40-49","lombardia","second_dose"
"2021-06-12",338,"50-59","lombardia","second_dose"
"2021-06-12",1580,"60-69","lombardia","second_dose"
"2021-06-12",439,"70-79","lombardia","second_dose"
"2021-06-12",136,"80-89","lombardia","second_dose"
"2021-06-12",82,"over90","lombardia","second_dose"
"2021-06-12",32,"10-19","lombardia","second_dose"
"2021-06-13",46,"20-29","lombardia","second_dose"
"2021-06-13",56,"30-39","lombardia","second_dose"
"2021-06-13",87,"40-49","lombardia","second_dose"
"2021-06-13",141,"50-59","lombardia","second_dose"
"2021-06-13",1303,"60-69","lombardia","second_dose"
"2021-06-13",397,"70-79","lombardia","second_dose"
"2021-06-13",56,"80-89","lombardia","second_dose"
"2021-06-13",29,"over90","lombardia","second_dose"
"2021-06-13",17,"10-19","lombardia","second_dose"
"2021-06-14",2480,"20-29","lombardia","second_dose"
"2021-06-14",2723,"30-39","lombardia","second_dose"
"2021-06-14",4826,"40-49","lombardia","second_dose"
"2021-06-14",10932,"50-59","lombardia","second_dose"
"2021-06-14",17352,"60-69","lombardia","second_dose"
"2021-06-14",4969,"70-79","lombardia","second_dose"
"2021-06-14",629,"80-89","lombardia","second_dose"
"2021-06-14",196,"over90","lombardia","second_dose"
"2021-06-14",542,"10-19","lombardia","second_dose"
"2021-06-15",2663,"20-29","lombardia","second_dose"
"2021-06-15",2969,"30-39","lombardia","second_dose"
"2021-06-15",5378,"40-49","lombardia","second_dose"
"2021-06-15",10546,"50-59","lombardia","second_dose"
"2021-06-15",18879,"60-69","lombardia","second_dose"
"2021-06-15",3975,"70-79","lombardia","second_dose"
"2021-06-15",742,"80-89","lombardia","second_dose"
"2021-06-15",257,"over90","lombardia","second_dose"
"2021-06-15",610,"10-19","lombardia","second_dose"
"2021-06-16",2916,"20-29","lombardia","second_dose"
"2021-06-16",3037,"30-39","lombardia","second_dose"
"2021-06-16",5676,"40-49","lombardia","second_dose"
"2021-06-16",10398,"50-59","lombardia","second_dose"
"2021-06-16",20936,"60-69","lombardia","second_dose"
"2021-06-16",3931,"70-79","lombardia","second_dose"
"2021-06-16",708,"80-89","lombardia","second_dose"
"2021-06-16",239,"over90","lombardia","second_dose"
"2021-06-16",561,"10-19","lombardia","second_dose"
"2021-06-17",4630,"20-29","lombardia","second_dose"
"2021-06-17",5554,"30-39","lombardia","second_dose"
"2021-06-17",8813,"40-49","lombardia","second_dose"
"2021-06-17",15070,"50-59","lombardia","second_dose"
"2021-06-17",18538,"60-69","lombardia","second_dose"
"2021-06-17",3184,"70-79","lombardia","second_dose"
"2021-06-17",652,"80-89","lombardia","second_dose"
"2021-06-17",297,"over90","lombardia","second_dose"
"2021-06-17",660,"10-19","lombardia","second_dose"
"2021-06-18",4743,"20-29","lombardia","second_dose"
"2021-06-18",5367,"30-39","lombardia","second_dose"
"2021-06-18",8820,"40-49","lombardia","second_dose"
"2021-06-18",15375,"50-59","lombardia","second_dose"
"2021-06-18",15948,"60-69","lombardia","second_dose"
"2021-06-18",2889,"70-79","lombardia","second_dose"
"2021-06-18",670,"80-89","lombardia","second_dose"
"2021-06-18",232,"over90","lombardia","second_dose"
"2021-06-18",690,"10-19","lombardia","second_dose"
"2021-06-19",4458,"20-29","lombardia","second_dose"
"2021-06-19",5175,"30-39","lombardia","second_dose"
"2021-06-19",8053,"40-49","lombardia","second_dose"
"2021-06-19",14211,"50-59","lombardia","second_dose"
"2021-06-19",11751,"60-69","lombardia","second_dose"
"2021-06-19",2061,"70-79","lombardia","second_dose"
"2021-06-19",302,"80-89","lombardia","second_dose"
"2021-06-19",79,"over90","lombardia","second_dose"
"2021-06-19",679,"10-19","lombardia","second_dose"
"2021-06-20",3321,"20-29","lombardia","second_dose"
"2021-06-20",3707,"30-39","lombardia","second_dose"
"2021-06-20",6017,"40-49","lombardia","second_dose"
"2021-06-20",10078,"50-59","lombardia","second_dose"
"2021-06-20",9434,"60-69","lombardia","second_dose"
"2021-06-20",1683,"70-79","lombardia","second_dose"
"2021-06-20",204,"80-89","lombardia","second_dose"
"2021-06-20",61,"over90","lombardia","second_dose"
"2021-06-20",528,"10-19","lombardia","second_dose"
"2021-06-21",3263,"20-29","lombardia","second_dose"
"2021-06-21",4183,"30-39","lombardia","second_dose"
"2021-06-21",6092,"40-49","lombardia","second_dose"
"2021-06-21",10290,"50-59","lombardia","second_dose"
"2021-06-21",6358,"60-69","lombardia","second_dose"
"2021-06-21",1851,"70-79","lombardia","second_dose"
"2021-06-21",431,"80-89","lombardia","second_dose"
"2021-06-21",172,"over90","lombardia","second_dose"
"2021-06-21",430,"10-19","lombardia","second_dose"
"2021-06-22",2775,"20-29","lombardia","second_dose"
"2021-06-22",3136,"30-39","lombardia","second_dose"
"2021-06-22",4810,"40-49","lombardia","second_dose"
"2021-06-22",9504,"50-59","lombardia","second_dose"
"2021-06-22",6083,"60-69","lombardia","second_dose"
"2021-06-22",2625,"70-79","lombardia","second_dose"
"2021-06-22",418,"80-89","lombardia","second_dose"
"2021-06-22",198,"over90","lombardia","second_dose"
"2021-06-22",428,"10-19","lombardia","second_dose"
"2021-06-23",3278,"20-29","lombardia","second_dose"
"2021-06-23",3486,"30-39","lombardia","second_dose"
"2021-06-23",5709,"40-49","lombardia","second_dose"
"2021-06-23",10005,"50-59","lombardia","second_dose"
"2021-06-23",5739,"60-69","lombardia","second_dose"
"2021-06-23",2872,"70-79","lombardia","second_dose"
"2021-06-23",515,"80-89","lombardia","second_dose"
"2021-06-23",161,"over90","lombardia","second_dose"
"2021-06-23",573,"10-19","lombardia","second_dose"
"2021-06-24",2846,"20-29","lombardia","second_dose"
"2021-06-24",3058,"30-39","lombardia","second_dose"
"2021-06-24",5076,"40-49","lombardia","second_dose"
"2021-06-24",9562,"50-59","lombardia","second_dose"
"2021-06-24",4490,"60-69","lombardia","second_dose"
"2021-06-24",2614,"70-79","lombardia","second_dose"
"2021-06-24",635,"80-89","lombardia","second_dose"
"2021-06-24",208,"over90","lombardia","second_dose"
"2021-06-24",566,"10-19","lombardia","second_dose"
"2021-06-25",2541,"20-29","lombardia","second_dose"
"2021-06-25",2591,"30-39","lombardia","second_dose"
"2021-06-25",4529,"40-49","lombardia","second_dose"
"2021-06-25",8870,"50-59","lombardia","second_dose"
"2021-06-25",4847,"60-69","lombardia","second_dose"
"2021-06-25",2782,"70-79","lombardia","second_dose"
"2021-06-25",750,"80-89","lombardia","second_dose"
"2021-06-25",207,"over90","lombardia","second_dose"
"2021-06-25",572,"10-19","lombardia","second_dose"
"2021-06-26",2560,"20-29","lombardia","second_dose"
"2021-06-26",2665,"30-39","lombardia","second_dose"
"2021-06-26",5034,"40-49","lombardia","second_dose"
"2021-06-26",7883,"50-59","lombardia","second_dose"
"2021-06-26",3924,"60-69","lombardia","second_dose"
"2021-06-26",2568,"70-79","lombardia","second_dose"
"2021-06-26",431,"80-89","lombardia","second_dose"
"2021-06-26",80,"over90","lombardia","second_dose"
"2021-06-26",613,"10-19","lombardia","second_dose"
"2021-06-27",1909,"20-29","lombardia","second_dose"
"2021-06-27",2010,"30-39","lombardia","second_dose"
"2021-06-27",3773,"40-49","lombardia","second_dose"
"2021-06-27",5576,"50-59","lombardia","second_dose"
"2021-06-27",2586,"60-69","lombardia","second_dose"
"2021-06-27",2159,"70-79","lombardia","second_dose"
"2021-06-27",357,"80-89","lombardia","second_dose"
"2021-06-27",66,"over90","lombardia","second_dose"
"2021-06-27",447,"10-19","lombardia","second_dose"
"2021-06-28",3135,"20-29","lombardia","second_dose"
"2021-06-28",3322,"30-39","lombardia","second_dose"
"2021-06-28",6348,"40-49","lombardia","second_dose"
"2021-06-28",10910,"50-59","lombardia","second_dose"
"2021-06-28",3640,"60-69","lombardia","second_dose"
"2021-06-28",2251,"70-79","lombardia","second_dose"
"2021-06-28",695,"80-89","lombardia","second_dose"
"2021-06-28",165,"over90","lombardia","second_dose"
"2021-06-28",747,"10-19","lombardia","second_dose"
"2021-06-29",2772,"20-29","lombardia","second_dose"
"2021-06-29",2879,"30-39","lombardia","second_dose"
"2021-06-29",5468,"40-49","lombardia","second_dose"
"2021-06-29",11655,"50-59","lombardia","second_dose"
"2021-06-29",3235,"60-69","lombardia","second_dose"
"2021-06-29",20464,"70-79","lombardia","second_dose"
"2021-06-29",632,"80-89","lombardia","second_dose"
"2021-06-29",189,"over90","lombardia","second_dose"
"2021-06-29",633,"10-19","lombardia","second_dose"
"2021-06-30",2548,"20-29","lombardia","second_dose"
"2021-06-30",2762,"30-39","lombardia","second_dose"
"2021-06-30",5380,"40-49","lombardia","second_dose"
"2021-06-30",12687,"50-59","lombardia","second_dose"
"2021-06-30",2623,"60-69","lombardia","second_dose"
"2021-06-30",20792,"70-79","lombardia","second_dose"
"2021-06-30",697,"80-89","lombardia","second_dose"
"2021-06-30",199,"over90","lombardia","second_dose"
"2021-06-30",661,"10-19","lombardia","second_dose"
"2021-07-01",2336,"20-29","lombardia","second_dose"
"2021-07-01",2643,"30-39","lombardia","second_dose"
"2021-07-01",5024,"40-49","lombardia","second_dose"
"2021-07-01",14967,"50-59","lombardia","second_dose"
"2021-07-01",2136,"60-69","lombardia","second_dose"
"2021-07-01",21020,"70-79","lombardia","second_dose"
"2021-07-01",540,"80-89","lombardia","second_dose"
"2021-07-01",193,"over90","lombardia","second_dose"
"2021-07-01",577,"10-19","lombardia","second_dose"
"2021-07-02",2326,"20-29","lombardia","second_dose"
"2021-07-02",2939,"30-39","lombardia","second_dose"
"2021-07-02",5093,"40-49","lombardia","second_dose"
"2021-07-02",18594,"50-59","lombardia","second_dose"
"2021-07-02",2153,"60-69","lombardia","second_dose"
"2021-07-02",20680,"70-79","lombardia","second_dose"
"2021-07-02",491,"80-89","lombardia","second_dose"
"2021-07-02",163,"over90","lombardia","second_dose"
"2021-07-02",554,"10-19","lombardia","second_dose"
"2021-07-03",2346,"20-29","lombardia","second_dose"
"2021-07-03",3367,"30-39","lombardia","second_dose"
"2021-07-03",5647,"40-49","lombardia","second_dose"
"2021-07-03",19746,"50-59","lombardia","second_dose"
"2021-07-03",2172,"60-69","lombardia","second_dose"
"2021-07-03",21615,"70-79","lombardia","second_dose"
"2021-07-03",304,"80-89","lombardia","second_dose"
"2021-07-03",83,"over90","lombardia","second_dose"
"2021-07-03",601,"10-19","lombardia","second_dose"
"2021-07-04",1641,"20-29","lombardia","second_dose"
"2021-07-04",2576,"30-39","lombardia","second_dose"
"2021-07-04",4380,"40-49","lombardia","second_dose"
"2021-07-04",14409,"50-59","lombardia","second_dose"
"2021-07-04",2092,"60-69","lombardia","second_dose"
"2021-07-04",18806,"70-79","lombardia","second_dose"
"2021-07-04",235,"80-89","lombardia","second_dose"
"2021-07-04",19,"over90","lombardia","second_dose"
"2021-07-04",476,"10-19","lombardia","second_dose"
"2021-07-05",3061,"20-29","lombardia","second_dose"
"2021-07-05",4473,"30-39","lombardia","second_dose"
"2021-07-05",9916,"40-49","lombardia","second_dose"
"2021-07-05",22014,"50-59","lombardia","second_dose"
"2021-07-05",3643,"60-69","lombardia","second_dose"
"2021-07-05",24015,"70-79","lombardia","second_dose"
"2021-07-05",547,"80-89","lombardia","second_dose"
"2021-07-05",116,"over90","lombardia","second_dose"
"2021-07-05",776,"10-19","lombardia","second_dose"
"2021-07-06",2449,"20-29","lombardia","second_dose"
"2021-07-06",4113,"30-39","lombardia","second_dose"
"2021-07-06",10673,"40-49","lombardia","second_dose"
"2021-07-06",26722,"50-59","lombardia","second_dose"
"2021-07-06",5845,"60-69","lombardia","second_dose"
"2021-07-06",26345,"70-79","lombardia","second_dose"
"2021-07-06",683,"80-89","lombardia","second_dose"
"2021-07-06",174,"over90","lombardia","second_dose"
"2021-07-06",703,"10-19","lombardia","second_dose"
"2021-07-07",2565,"20-29","lombardia","second_dose"
"2021-07-07",4741,"30-39","lombardia","second_dose"
"2021-07-07",12737,"40-49","lombardia","second_dose"
"2021-07-07",36091,"50-59","lombardia","second_dose"
"2021-07-07",10086,"60-69","lombardia","second_dose"
"2021-07-07",25192,"70-79","lombardia","second_dose"
"2021-07-07",662,"80-89","lombardia","second_dose"
"2021-07-07",144,"over90","lombardia","second_dose"
"2021-07-07",729,"10-19","lombardia","second_dose"
"2021-07-08",2626,"20-29","lombardia","second_dose"
"2021-07-08",6229,"30-39","lombardia","second_dose"
"2021-07-08",16273,"40-49","lombardia","second_dose"
"2021-07-08",38931,"50-59","lombardia","second_dose"
"2021-07-08",11456,"60-69","lombardia","second_dose"
"2021-07-08",23343,"70-79","lombardia","second_dose"
"2021-07-08",710,"80-89","lombardia","second_dose"
"2021-07-08",136,"over90","lombardia","second_dose"
"2021-07-08",799,"10-19","lombardia","second_dose"
"2021-07-09",2798,"20-29","lombardia","second_dose"
"2021-07-09",11682,"30-39","lombardia","second_dose"
"2021-07-09",19130,"40-49","lombardia","second_dose"
"2021-07-09",34295,"50-59","lombardia","second_dose"
"2021-07-09",11759,"60-69","lombardia","second_dose"
"2021-07-09",21666,"70-79","lombardia","second_dose"
"2021-07-09",704,"80-89","lombardia","second_dose"
"2021-07-09",154,"over90","lombardia","second_dose"
"2021-07-09",1002,"10-19","lombardia","second_dose"
"2021-07-10",3207,"20-29","lombardia","second_dose"
"2021-07-10",12234,"30-39","lombardia","second_dose"
"2021-07-10",19552,"40-49","lombardia","second_dose"
"2021-07-10",23758,"50-59","lombardia","second_dose"
"2021-07-10",11438,"60-69","lombardia","second_dose"
"2021-07-10",20360,"70-79","lombardia","second_dose"
"2021-07-10",457,"80-89","lombardia","second_dose"
"2021-07-10",66,"over90","lombardia","second_dose"
"2021-07-10",1121,"10-19","lombardia","second_dose"
"2021-07-11",3193,"20-29","lombardia","second_dose"
"2021-07-11",11711,"30-39","lombardia","second_dose"
"2021-07-11",18857,"40-49","lombardia","second_dose"
"2021-07-11",20719,"50-59","lombardia","second_dose"
"2021-07-11",7668,"60-69","lombardia","second_dose"
"2021-07-11",13751,"70-79","lombardia","second_dose"
"2021-07-11",334,"80-89","lombardia","second_dose"
"2021-07-11",50,"over90","lombardia","second_dose"
"2021-07-11",1248,"10-19","lombardia","second_dose"
"2021-07-12",4005,"20-29","lombardia","second_dose"
"2021-07-12",12578,"30-39","lombardia","second_dose"
"2021-07-12",22218,"40-49","lombardia","second_dose"
"2021-07-12",22452,"50-59","lombardia","second_dose"
"2021-07-12",17643,"60-69","lombardia","second_dose"
"2021-07-12",15042,"70-79","lombardia","second_dose"
"2021-07-12",441,"80-89","lombardia","second_dose"
"2021-07-12",68,"over90","lombardia","second_dose"
"2021-07-12",1525,"10-19","lombardia","second_dose"
"2021-07-13",4581,"20-29","lombardia","second_dose"
"2021-07-13",15088,"30-39","lombardia","second_dose"
"2021-07-13",25495,"40-49","lombardia","second_dose"
"2021-07-13",24379,"50-59","lombardia","second_dose"
"2021-07-13",14627,"60-69","lombardia","second_dose"
"2021-07-13",5509,"70-79","lombardia","second_dose"
"2021-07-13",439,"80-89","lombardia","second_dose"
"2021-07-13",93,"over90","lombardia","second_dose"
"2021-07-13",1851,"10-19","lombardia","second_dose"
"2021-07-14",4801,"20-29","lombardia","second_dose"
"2021-07-14",17314,"30-39","lombardia","second_dose"
"2021-07-14",26776,"40-49","lombardia","second_dose"
"2021-07-14",22238,"50-59","lombardia","second_dose"
"2021-07-14",13036,"60-69","lombardia","second_dose"
"2021-07-14",6787,"70-79","lombardia","second_dose"
"2021-07-14",424,"80-89","lombardia","second_dose"
"2021-07-14",98,"over90","lombardia","second_dose"
"2021-07-14",2240,"10-19","lombardia","second_dose"
"2021-07-15",4767,"20-29","lombardia","second_dose"
"2021-07-15",17414,"30-39","lombardia","second_dose"
"2021-07-15",25790,"40-49","lombardia","second_dose"
"2021-07-15",17374,"50-59","lombardia","second_dose"
"2021-07-15",13937,"60-69","lombardia","second_dose"
"2021-07-15",12746,"70-79","lombardia","second_dose"
"2021-07-15",444,"80-89","lombardia","second_dose"
"2021-07-15",133,"over90","lombardia","second_dose"
"2021-07-15",2232,"10-19","lombardia","second_dose"
"2021-07-16",5015,"20-29","lombardia","second_dose"
"2021-07-16",16633,"30-39","lombardia","second_dose"
"2021-07-16",27150,"40-49","lombardia","second_dose"
"2021-07-16",18827,"50-59","lombardia","second_dose"
"2021-07-16",16197,"60-69","lombardia","second_dose"
"2021-07-16",10216,"70-79","lombardia","second_dose"
"2021-07-16",394,"80-89","lombardia","second_dose"
"2021-07-16",98,"over90","lombardia","second_dose"
"2021-07-16",2105,"10-19","lombardia","second_dose"
"2021-07-17",5085,"20-29","lombardia","second_dose"
"2021-07-17",16114,"30-39","lombardia","second_dose"
"2021-07-17",29315,"40-49","lombardia","second_dose"
"2021-07-17",19610,"50-59","lombardia","second_dose"
"2021-07-17",15433,"60-69","lombardia","second_dose"
"2021-07-17",9353,"70-79","lombardia","second_dose"
"2021-07-17",269,"80-89","lombardia","second_dose"
"2021-07-17",35,"over90","lombardia","second_dose"
"2021-07-17",2161,"10-19","lombardia","second_dose"
"2021-07-18",4837,"20-29","lombardia","second_dose"
"2021-07-18",14403,"30-39","lombardia","second_dose"
"2021-07-18",25516,"40-49","lombardia","second_dose"
"2021-07-18",15418,"50-59","lombardia","second_dose"
"2021-07-18",16268,"60-69","lombardia","second_dose"
"2021-07-18",9094,"70-79","lombardia","second_dose"
"2021-07-18",223,"80-89","lombardia","second_dose"
"2021-07-18",23,"over90","lombardia","second_dose"
"2021-07-18",2099,"10-19","lombardia","second_dose"
"2021-07-19",5556,"20-29","lombardia","second_dose"
"2021-07-19",12205,"30-39","lombardia","second_dose"
"2021-07-19",26175,"40-49","lombardia","second_dose"
"2021-07-19",9077,"50-59","lombardia","second_dose"
"2021-07-19",18485,"60-69","lombardia","second_dose"
"2021-07-19",10880,"70-79","lombardia","second_dose"
"2021-07-19",230,"80-89","lombardia","second_dose"
"2021-07-19",52,"over90","lombardia","second_dose"
"2021-07-19",2397,"10-19","lombardia","second_dose"
"2021-07-20",5229,"20-29","lombardia","second_dose"
"2021-07-20",11260,"30-39","lombardia","second_dose"
"2021-07-20",25803,"40-49","lombardia","second_dose"
"2021-07-20",6753,"50-59","lombardia","second_dose"
"2021-07-20",23563,"60-69","lombardia","second_dose"
"2021-07-20",12345,"70-79","lombardia","second_dose"
"2021-07-20",269,"80-89","lombardia","second_dose"
"2021-07-20",71,"over90","lombardia","second_dose"
